ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
91,the Ordos of the Inquisition,'ORG',the ordos of the inquisition,Holy Ordos of the Inquisition,,holy ordos of the inquisition
81,Forces of the Inquisition,'ORG',forces of the inquisition,Holy Ordos of the Inquisition,,holy ordos of the inquisition
91,Ordos of the Inquisition,'PERSON',ordos of the inquisition,Holy Ordos of the Inquisition,,holy ordos of the inquisition
81,the Rosette of the Inquisition,'PERSON',the rosette of the inquisition,Holy Ordos of the Inquisition,,holy ordos of the inquisition
85,Battle of Radnar,'PERSON',battle of radnar,Battle of Krongar,,battle of krongar
91,a Swift Claw,'ORG',a swift claw,Swift Claw,,swift claw
93,Dait Tar,'PERSON',dait tar,DaitTar,,daittar
91,The Grand Provost Marshal,'PERSON',the grand provost marshal,Grand Provost Marshal,,grand provost marshal
82,the Captain General,'PERSON',the captain general,Captain-General,,captain-general
94,techno barbarian,'NORP',techno barbarian,techno-barbarian,,techno-barbarian
86,the  Custodian,'PERSON',the custodian,Chief Custodian,,chief custodian
94,Yggra nya,'PERSON',yggra nya,Yggranya,,yggranya
92,the  Logos Historica Verita,'ORG',the logos historica verita,Logos Historica Verita,,logos historica verita
92,the  Imperial Dating System,'ORG',the imperial dating system,Imperial Dating System,,imperial dating system
89,the Wars of Secession,'PERSON',the wars of secession,Wars of Secession,,wars of secession
95,Mephet ran,'PERSON',mephet ran,Mephetran,,mephetran
82,Sepheran,'NORP',sepheran,Mephetran,,mephetran
95,Nyadra zath,'PERSON',nyadra zath,Nyadrazath,,nyadrazath
91,Nyadra zatha,'PERSON',nyadra zatha,Nyadrazath,,nyadrazath
91,C tan Shard,'PERSON',c tan shard,Ctan Shards,,ctan shards
83,a  C tan Shard,'PERSON',a c tan shard,Ctan Shards,,ctan shards
83,the  True Mechanicum,'PERSON',the true mechanicum,Throne Mechanicum,,throne mechanicum
90,the  Mechanicum  ,'LOC',the mechanicum,Throne Mechanicum,,throne mechanicum
89,the  Throne Mechanicum,'ORG',the throne mechanicum,Throne Mechanicum,,throne mechanicum
87,the Thrones Mechanicum,'ORG',the thrones mechanicum,Throne Mechanicum,,throne mechanicum
86,the New Mechanicum,'ORG',the new mechanicum,Throne Mechanicum,,throne mechanicum
84,non Mechanicum,'ORG',non mechanicum,Throne Mechanicum,,throne mechanicum
97,Thrones Mechanicum,'ORG',thrones mechanicum,Throne Mechanicum,,throne mechanicum
86,Wargear  Chainsword,'PERSON',wargear chainsword,Reaper Chainsword,,reaper chainsword
85,the  Men of Gold,'ORG',the men of gold,Men of Gold,,men of gold
86,the  Men of Stone,'PERSON',the men of stone,Men of Stone,,men of stone
88,the  True Mechanicum,'PERSON',the true mechanicum,True Mechanicum,,true mechanicum
90,the  Mechanicum  ,'LOC',the mechanicum,True Mechanicum,,true mechanicum
81,a Mechanicum  ,'ORG',a mechanicum,True Mechanicum,,true mechanicum
84,Sarum Mechanicum,'PERSON',sarum mechanicum,True Mechanicum,,true mechanicum
85,Thrones Mechanicum,'ORG',thrones mechanicum,True Mechanicum,,true mechanicum
87,The  Scourge,'PERSON',the scourge,The Scouring,,the scouring
86,The Scourging of,'PERSON',the scourging of,The Scouring,,the scouring
83,Cygnax System,'ORG',cygnax system,Cana System,,cana system
85,the Cana System,'LOC',the cana system,Cana System,,cana system
83,Mackan System,'ORG',mackan system,Cana System,,cana system
87,Cabal System,'LOC',cabal system,Cana System,,cana system
83,Yuctan System,'LOC',yuctan system,Cana System,,cana system
83,Cabal Systems,'ORG',cabal systems,Cana System,,cana system
83,Lacaon System,'ORG',lacaon system,Cana System,,cana system
85,the Ghost Stars,'LOC',the ghost stars,Ghost Stars,,ghost stars
90,Sub sector,'LOC',sub sector,sub-sector,,sub-sector
95,Subsector,'LOC',subsector,sub-sector,,sub-sector
82,Council,'ORG',council,Ur-Council,,ur-council
90,Ur Council  ,'ORG',ur council,Ur-Council,,ur-council
87,the Mortuam Chain,'LOC',the mortuam chain,Mortuam Chain,,mortuam chain
85,Adepts of the Administratum,'ORG',adepts of the administratum,Master of the Administratum,,master of the administratum
93,The Master of the Administratum,'PERSON',the master of the administratum,Master of the Administratum,,master of the administratum
88,the Master of the Admmistratum,'PERSON',the master of the admmistratum,Master of the Administratum,,master of the administratum
89,The Apostate Cardinal,'PERSON',the apostate cardinal,Apostate Cardinal,,apostate cardinal
85,the Apostate Cardinal s,'PERSON',the apostate cardinal s,Apostate Cardinal,,apostate cardinal
85,the Apostate Cardinal’s,'PERSON',the apostate cardinal’s,Apostate Cardinal,,apostate cardinal
92,an Apostate Cardinal,'PERSON',an apostate cardinal,Apostate Cardinal,,apostate cardinal
87,the Apostate Cardinals,'PERSON',the apostate cardinals,Apostate Cardinal,,apostate cardinal
97,Apostate Cardinals,'NORP',apostate cardinals,Apostate Cardinal,,apostate cardinal
90,The Redemption Crusades,'PERSON',the redemption crusades,Redemption Crusades,,redemption crusades
88,the Abyssal Crusade,'ORG',the abyssal crusade,Abyssal Crusade,,abyssal crusade
86,the Lost Crusade,'ORG',the lost crusade,Lost Crusade,,lost crusade
93,Gue vesa,'NORP',gue vesa,Guevesa,,guevesa
88,the  Severed Worlds,'LOC',the severed worlds,Severed Worlds,,severed worlds
96,Dal yth Prime,'LOC',dal yth prime,Dalyth Prime,,dalyth prime
96,Daly th Prime,'LOC',daly th prime,Dalyth Prime,,dalyth prime
92,Ka jagga nath,'PERSON',ka jagga nath,Kajagganath,,kajagganath
85,Ka jagga nath s,'PERSON',ka jagga nath s,Kajagganath,,kajagganath
84,Dark Angels Company,'ORG',dark angels company,Dark Angels Company Master,,dark angels company master
88,the Nephilim Sector,'LOC',the nephilim sector,Nephilim Sector,,nephilim sector
81,Ultramarines Companies,'ORG',ultramarines companies,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
83,The  Ultramarines 2nd Company,'ORG',the ultramarines 2nd company,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
91,the Ultramarines 3rd Company,'ORG',the ultramarines 3rd company,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
88,Ultramarines  34th Company,'ORG',ultramarines 34th company,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
85,Ultramarines Aegida Company,'ORG',ultramarines aegida company,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
93,the  Ultramarines 3rd Comnpany,'ORG',the ultramarines 3rd comnpany,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
81,the Novamarines 3rd Company,'ORG',the novamarines 3rd company,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
86,Ultramarines 2nd Company 2,'ORG',ultramarines 2nd company 2,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
91,Ultramarines 3rd Company 3rd,'ORG',ultramarines 3rd company 3rd,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
87,the Ultramarines 3rd Company s,'ORG',the ultramarines 3rd company s,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
94,Ultramarines 3rd Company s,'ORG',ultramarines 3rd company s,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
83,the Well of Eternity,'LOC',the well of eternity,Will of Eternity,,will of eternity
89,the  Will of Eternity,'PERSON',the will of eternity,Will of Eternity,,will of eternity
82,the  Will of Eternity ’s,'PERSON',the will of eternity ’s,Will of Eternity,,will of eternity
81,Order of Guilliman,'ORG',order of guilliman,Shrine of Guilliman,,shrine of guilliman
84,Hammer of Witches,'PERSON',hammer of witches,Age of Witches,,age of witches
88,a Shield World,'LOC',a shield world,Shieldworld,,shieldworld
93,Chapter Masters,'ORG',chapter masters,Chapter Mater,,chapter mater
81,the Chapter Masters,'ORG',the chapter masters,Chapter Mater,,chapter mater
84,the Chapter Master,'PERSON',the chapter master,Chapter Mater,,chapter mater
83,Chapter War  ,'ORG',chapter war,Chapter Mater,,chapter mater
83,Chapter the  ,'ORG',chapter the,Chapter Mater,,chapter mater
82,Allied War,'ORG',allied war,Talledus War,,talledus war
85,the Veritus Sub sector,'LOC',the veritus sub sector,Veritus Sub-sector,,veritus sub-sector
83,the Velk’han Sept,'LOC',the velk’han sept,Velkhan Sept,,velkhan sept
96,Velk Han Sept,'PERSON',velk han sept,Velkhan Sept,,velkhan sept
83,the Velk han Sept,'LOC',the velk han sept,Velkhan Sept,,velkhan sept
92,Velk Han   Sept,'PERSON',velk han  sept,Velkhan Sept,,velkhan sept
84,Land Raider s,'ORG',land raider s,Land Raider Helios,,land raider helios
81,Tyranid Bio,'ORG',tyranid bio,Tyranid Biomorph,,tyranid biomorph
94,a  Deathwatch Black Shield,'ORG',a deathwatch black shield,Deatchwatch Black Shield,,deatchwatch black shield
87,the  Gates of Fire,'LOC',the gates of fire,Gates of Fire,,gates of fire
95,Krrk tikit  ,'LOC',krrk tikit,Krrktikit,,krrktikit
86,Krrk tikit s,'LOC',krrk tikit s,Krrktikit,,krrktikit
95,Tsua Malor,'LOC',tsua malor,TsuaMalor,,tsuamalor
92,Va Jiya,'PERSON',va jiya,VaJiya,,vajiya
86,Va Jiyan,'NORP',va jiyan,VaJiya,,vajiya
93,Shebol Red Hand,'PERSON',shebol red hand,Shebol Red-Hand,,shebol red-hand
81,Aurea Exterminatore,'PERSON',aurea exterminatore,Gauss Exterminator,,gauss exterminator
82,the Cult Mechanicus,'ORG',the cult mechanicus,Cult Mechanicum,,cult mechanicum
88,the Cult Mechanicum,'ORG',the cult mechanicum,Cult Mechanicum,,cult mechanicum
83,the  Mechanicum  ,'LOC',the mechanicum,Cult Mechanicum,,cult mechanicum
81,a Mechanicum  ,'ORG',a mechanicum,Cult Mechanicum,,cult mechanicum
85,Cult Mechanicus  of,'ORG',cult mechanicus of,Cult Mechanicum,,cult mechanicum
81,Redjak Cult Mechanicum  ,'ORG',redjak cult mechanicum,Cult Mechanicum,,cult mechanicum
82,Commune of Prospero,'ORG',commune of prospero,Scouring of Prospero,,scouring of prospero
97,Volkite Culverine,'PERSON',volkite culverine,Volkite Culverin,,volkite culverin
91,Volkite Culverin es,'PERSON',volkite culverin es,Volkite Culverin,,volkite culverin
94,Volkite Culverin s,'PERSON',volkite culverin s,Volkite Culverin,,volkite culverin
96,Land Speeder Vengeance s,'ORG',land speeder vengeance s,Land Speeder Vengeance,,land speeder vengeance
82,Land Speeder s,'ORG',land speeder s,Land Speeder Proteus,,land speeder proteus
81,Veteran Space Marines,'NORP',veteran space marines,Lieutenant (Space Marines),,lieutenant (space marines)
95,Ravenwing Darkshroud s,'ORG',ravenwing darkshroud s,Ravenwing Darkshroud,,ravenwing darkshroud
89,the  Heavenfall Blades,'ORG',the heavenfall blades,Heavenfall Blades,,heavenfall blades
83,Montar,'LOC',montar,Mortar,,mortar
83,Kortar,'PERSON',kortar,Mortar,,mortar
83,Moriar,'PERSON',moriar,Mortar,,mortar
83,Mortai,'ORG',mortai,Mortar,,mortar
83,Gortar,'PERSON',gortar,Mortar,,mortar
83,Mortan,'PERSON',mortan,Mortar,,mortar
91,Morar,'PERSON',morar,Mortar,,mortar
92,Mortmar,'PERSON',mortmar,Mortar,,mortar
86,Chaos Space Marines,'NORP',chaos space marines,Chaos Space Marine Havocs,,chaos space marine havocs
82,Chaos Space Marine Legions,'ORG',chaos space marine legions,Chaos Space Marine Havocs,,chaos space marine havocs
89,Chaos Space Marine s,'ORG',chaos space marine s,Chaos Space Marine Havocs,,chaos space marine havocs
85,a Chaos Space Marine s,'PERSON',a chaos space marine s,Chaos Space Marine Havocs,,chaos space marine havocs
82,the  Chaos Space Marine s,'ORG',the chaos space marine s,Chaos Space Marine Havocs,,chaos space marine havocs
81,no Chaos Space Marines,'ORG',no chaos space marines,Chaos Space Marine Havocs,,chaos space marine havocs
96,Phosis T Kar,'PERSON',phosis t kar,Phosis TKar,,phosis tkar
88,Phosis T Kar s,'PERSON',phosis t kar s,Phosis TKar,,phosis tkar
93,the  Varagyr Wolf Guard Terminator Squad  ,'ORG',the varagyr wolf guard terminator squad,Varagyr Wolf Guard Terminator Squads,,varagyr wolf guard terminator squads
93,The Master of the Apothecarion,'PERSON',the master of the apothecarion,Master of the Apothecarion,,master of the apothecarion
90,Mark IV Maximus Armour,'PERSON',mark iv maximus armour,Mark IV Maximus ower Armour,,mark iv maximus ower armour
83,Siggard Dreadnought,'PERSON',siggard dreadnought,Siege Dreadnought,,siege dreadnought
88,ive Dreadnought,'PERSON',ive dreadnought,Siege Dreadnought,,siege dreadnought
95,Razorbacks,'ORG',razorbacks,Razorback,,razorback
88,The Forgotten Wars,'PERSON',the forgotten wars,Forgotten Wars,,forgotten wars
95,Bjorn the Fell Handed,'PERSON',bjorn the fell handed,Bjorn the Fell-Handed,,bjorn the fell-handed
91,Bjorn the Fell Handed  s,'PERSON',bjorn the fell handed s,Bjorn the Fell-Handed,,bjorn the fell-handed
83,Bjorn the Fell Handed Bjorn,'PERSON',bjorn the fell handed bjorn,Bjorn the Fell-Handed,,bjorn the fell-handed
83,The Death Jesters,'PERSON',the death jesters,Death Jester,,death jester
86,The Death Jester,'PERSON',the death jester,Death Jester,,death jester
92,A Death Jester,'PERSON',a death jester,Death Jester,,death jester
83,Hestor,'PERSON',hestor,Thesor,,thesor
92,Thestor,'PERSON',thestor,Thesor,,thesor
86,the  Stor,'PERSON',the stor,Thesor,,thesor
83,Theson,'PERSON',theson,Thesor,,thesor
86,the Black Crusades,'ORG',the black crusades,1st Black Crusade,,1st black crusade
88,a  Black Crusade,'ORG',a black crusade,1st Black Crusade,,1st black crusade
88,the Black Crusade,'ORG',the black crusade,1st Black Crusade,,1st black crusade
83,The Black Crusaders,'ORG',the black crusaders,1st Black Crusade,,1st black crusade
83,the Black Crusade s,'ORG',the black crusade s,1st Black Crusade,,1st black crusade
98,An ggrath the Unbound,'PERSON',an ggrath the unbound,Anggrath the Unbound,,anggrath the unbound
81,Whirlwind s,'ORG',whirlwind s,Whirlwind Helios,,whirlwind helios
81,the Cemetary World,'LOC',the cemetary world,Cemetery World,,cemetery world
88,the Cemetery World,'LOC',the cemetery world,Cemetery World,,cemetery world
82,the Cemetery World s,'LOC',the cemetery world s,Cemetery World,,cemetery world
95,Black Library Company,'ORG',black library company,Black Library (company),,black library (company)
88,the  Black Library Company,'ORG',the black library company,Black Library (company),,black library (company)
92,the  Leagues of Votann Fleets,'ORG',the leagues of votann fleets,Leagues of Votann Fleets,,leagues of votann fleets
81,the Leagues of Votann s,'ORG',the leagues of votann s,Leagues of Votann Fleets,,leagues of votann fleets
82,Prophets,'ORG',prophets,Prospects,,prospects
86,a  Horror,'PERSON',a horror,Horror,,horror
92,Horrors,'NORP',horrors,Horror,,horror
83,the Dark Apostle,'PERSON',the dark apostle,Dark Apostles,,dark apostles
84,the Dark Apostle s,'PERSON',the dark apostle s,Dark Apostles,,dark apostles
89,a Dark Apostle,'PERSON',a dark apostle,Dark Apostles,,dark apostles
87,the Dark Apostles,'ORG',the dark apostles,Dark Apostles,,dark apostles
81,These Dark Apostles,'PERSON',these dark apostles,Dark Apostles,,dark apostles
90,a Dark Apostle s,'PERSON',a dark apostle s,Dark Apostles,,dark apostles
84,The Dark Apostle’s,'PERSON',the dark apostle’s,Dark Apostles,,dark apostles
81,each Dark Apostle s,'PERSON',each dark apostle s,Dark Apostles,,dark apostles
88,The Dispute of Iron,'PERSON',the dispute of iron,Dispute of Iron,,dispute of iron
83,Onager Dunecrawlers,'PERSON',onager dunecrawlers,Onager Dunewalker,,onager dunewalker
93,the Grand Master of Assassins,'PERSON',the grand master of assassins,Grand Master of Assassins,,grand master of assassins
83,the Master of Assassins,'PERSON',the master of assassins,Grand Master of Assassins,,grand master of assassins
97,Malcador s Chosen,'ORG',malcador s chosen,Malcadors Chosen,,malcadors chosen
82,War Engines,'ORG',war engines,Warp-Engine,,warp-engine
86,Irokian,'NORP',irokian,Ironkin,,ironkin
82,Iron Kings,'ORG',iron kings,Ironkin,,ironkin
91,the Cybernetica Datasmith,'ORG',the cybernetica datasmith,Cybernetica Datasmith,,cybernetica datasmith
82,Cybernetica Tech,'ORG',cybernetica tech,Cybernetica Cortex,,cybernetica cortex
88,Xi Nu 73,'PERSON',xi nu 73,Xi-Nu 73,,xi-nu 73
88,the Displacer Field,'LOC',the displacer field,Displacer Field,,displacer field
89,the Black Crusades,'ORG',the black crusades,11th Black Crusade,,11th black crusade
85,a  Black Crusade,'ORG',a black crusade,11th Black Crusade,,11th black crusade
91,the Black Crusade,'ORG',the black crusade,11th Black Crusade,,11th black crusade
86,The Black Crusaders,'ORG',the black crusaders,11th Black Crusade,,11th black crusade
82,The Blackfang Crusade,'PERSON',the blackfang crusade,11th Black Crusade,,11th black crusade
86,the Black Crusade s,'ORG',the black crusade s,11th Black Crusade,,11th black crusade
85,Certus Minor’s,'LOC',certus minor’s,Certus-Minor,,certus-minor
93,the  Cholercaust Blood Crusade,'ORG',the cholercaust blood crusade,Cholercaust Blood Crusade,,cholercaust blood crusade
86,Cholercaust Crusade,'ORG',cholercaust crusade,Cholercaust Blood Crusade,,cholercaust blood crusade
89,The Cholercaust Blood Crusade s,'ORG',the cholercaust blood crusade s,Cholercaust Blood Crusade,,cholercaust blood crusade
86,Kher Ys,'PERSON',kher ys,Kher-Ys,,kher-ys
88,The Celestial Lance,'PERSON',the celestial lance,Celestial Lance,,celestial lance
83,Celestial Lion,'PERSON',celestial lion,Celestial Lance,,celestial lance
85,Grey Knights Chapter,'ORG',grey knights chapter,Grey Knights Captain,,grey knights captain
90,Grey Knights Chaplains,'ORG',grey knights chaplains,Grey Knights Captain,,grey knights captain
82,Knight Captain,'ORG',knight captain,Grey Knights Captain,,grey knights captain
83,Grey Knights Paladins,'ORG',grey knights paladins,Grey Knights Captain,,grey knights captain
94,Battle of Biel Tan,'PERSON',battle of biel tan,Battle of Biel-Tan,,battle of biel-tan
85,the  Brazen Host,'LOC',the brazen host,Brazen Host,,brazen host
91,the Supreme Grand Master,'PERSON',the supreme grand master,Supreme Grand Master,,supreme grand master
90,The Horrors of Tzeentch,'PERSON',the horrors of tzeentch,Horrors of Tzeentch,,horrors of tzeentch
83,Cackleflame of Tzeentch,'PERSON',cackleflame of tzeentch,Flamer of Tzeentch,,flamer of tzeentch
85,Chaos Staff of Tomorrow,'PERSON',chaos staff of tomorrow,Staff of Tomorrow,,staff of tomorrow
89,The  Staff of Tomorrow,'PERSON',the staff of tomorrow,Staff of Tomorrow,,staff of tomorrow
86,Svengar,'PERSON',svengar,Verngar,,verngar
83,Verna,'PERSON',verna,Verngar,,verngar
86,Tau,'ORG',tau,T’au,,t’au
83,Fire Warrior Team,'ORG',fire warrior team,Fire Warrior (Game),,fire warrior (game)
81,Fire Warrior Teams,'ORG',fire warrior teams,Fire Warrior (Game),,fire warrior (game)
85,the  Pan Pacific Empire,'ORG',the pan pacific empire,Pan-Pacific Empire,,pan-pacific empire
83,the Panpacific Empire s,'ORG',the panpacific empire s,Pan-Pacific Empire,,pan-pacific empire
89,The Grey Knight Librarian,'PERSON',the grey knight librarian,Grey Knights Librarian,,grey knights librarian
85,the Nemesis Force Weaponry,'ORG',the nemesis force weaponry,Nemesis Force Weapons,,nemesis force weapons
83,a Contemptor Dreadnought,'PERSON',a contemptor dreadnought,Contemptor-Mortis Dreadnought,,contemptor-mortis dreadnought
83,a Contemptor Dreadnought,'PERSON',a contemptor dreadnought,Contemptor-Cortus Dreadnought,,contemptor-cortus dreadnought
81,a Contemptor Dreadnought,'PERSON',a contemptor dreadnought,Contemptor-Galatus Dreadnought,,contemptor-galatus dreadnought
83,the  Dreadspear,'PERSON',the dreadspear,Dreadspear,,dreadspear
90,Dreamspear,'PERSON',dreamspear,Dreadspear,,dreadspear
83,Osiran,'NORP',osiran,Osiron,,osiron
81,Colonia Campaign,'ORG',colonia campaign,Chondax Campaign,,chondax campaign
89,The  Chondax Campaign,'ORG',the chondax campaign,Chondax Campaign,,chondax campaign
82,Comissar Ibram Gaunt,'PERSON',comissar ibram gaunt,Colonel-Commissar Ibram Gaunt,,colonel-commissar ibram gaunt
81,Chapters of Space Marines,'ORG',chapters of space marines,Heroes of the Space Marines,,heroes of the space marines
85,the Legions of the  Space Marines,'ORG',the legions of the space marines,Heroes of the Space Marines,,heroes of the space marines
83,the  Chapters  of the  Space Marines,'ORG',the chapters of the space marines,Heroes of the Space Marines,,heroes of the space marines
89,Chapters of the Space Marines,'ORG',chapters of the space marines,Heroes of the Space Marines,,heroes of the space marines
85,Legion of the Space Marines,'ORG',legion of the space marines,Heroes of the Space Marines,,heroes of the space marines
82,the King of the Space Marines,'PERSON',the king of the space marines,Heroes of the Space Marines,,heroes of the space marines
85,Fury of the Space Marines,'PERSON',fury of the space marines,Heroes of the Space Marines,,heroes of the space marines
86,the Perpetual Spiral,'ORG',the perpetual spiral,Perpeptual Spiral,,perpeptual spiral
87,the Crusader Host,'ORG',the crusader host,Crusader Host,,crusader host
81,The Crusader Host s,'ORG',the crusader host s,Crusader Host,,crusader host
82,Crusade s,'ORG',crusade s,Crusader Host,,crusader host
85,The Undying One,'PERSON',the undying one,Undying One,,undying one
86,urning One,'PERSON',urning one,Undying One,,undying one
97,Burias Drak Shal,'PERSON',burias drak shal,Burias DrakShal,,burias drakshal
90,Burias Dark Shal,'PERSON',burias dark shal,Burias DrakShal,,burias drakshal
90,Gehemahnet,'NORP',gehemahnet,Gehemehnet,,gehemehnet
81,Battle of the Iron Cage,'PERSON',battle of the iron cage,Battle of the Boros Gate,,battle of the boros gate
93,Cursed Crozius,'PERSON',cursed crozius,Accursed Crozius,,accursed crozius
82,The Cursed Crozius,'PERSON',the cursed crozius,Accursed Crozius,,accursed crozius
91,an  Accursed Crozius,'PERSON',an accursed crozius,Accursed Crozius,,accursed crozius
91,Ankh Heloth,'PERSON',ankh heloth,Ankh-Heloth,,ankh-heloth
85,the Warp Storms,'LOC',the warp storms,Warp Storms,,warp storms
81,the  Warp Storm s,'LOC',the warp storm s,Warp Storms,,warp storms
83,Cardinals Terran,'PERSON',cardinals terran,Cardinal Tang,,cardinal tang
81,Imperial Guard Regiments,'ORG',imperial guard regiments,Imperial Guard Vehicles,,imperial guard vehicles
82,Imperial Guard s,'ORG',imperial guard s,Imperial Guard Vehicles,,imperial guard vehicles
91,The Geratomran Reconquest,'ORG',the geratomran reconquest,Geratomran Reconquest,,geratomran reconquest
96,Eviscerators,'PERSON',eviscerators,Eviscerator,,eviscerator
97,Crimson Paladins Blood Angels,'ORG',crimson paladins blood angels,Crimson Paladins (Blood Angels),,crimson paladins (blood angels)
94,the  Order of the Divine Perfection,'ORG',the order of the divine perfection,Order of the Divine Perfection,,order of the divine perfection
82,Order of the Divine Lamentation,'PERSON',order of the divine lamentation,Order of the Divine Perfection,,order of the divine perfection
85,the  Kalidar War,'ORG',the kalidar war,Kalidar War,,kalidar war
87,the Geno Five Two Chiliad,'ORG',the geno five two chiliad,Geno Five-Two Chiliad,,geno five-two chiliad
83,The Five Two Chiliad,'ORG',the five two chiliad,Geno Five-Two Chiliad,,geno five-two chiliad
88,the Rangdan Xenocides,'ORG',the rangdan xenocides,Third Rangdan Xenocide,,third rangdan xenocide
84,Rangdan Xenocide,'PERSON',rangdan xenocide,Third Rangdan Xenocide,,third rangdan xenocide
88,the Hungering Gyre,'ORG',the hungering gyre,Hungering Gyre,,hungering gyre
88,the Osiran Psybrids,'ORG',the osiran psybrids,Osiran Psybrids,,osiran psybrids
83,G9K Division,'ORG',g9k division,G9K Division Kill,,g9k division kill
94,K Division Kill,'ORG',k division kill,G9K Division Kill,,g9k division kill
89,the G9K Division Kill,'ORG',the g9k division kill,G9K Division Kill,,g9k division kill
93,M Pandex,'LOC',m pandex,MPandex,,mpandex
82,M Pandex s,'ORG',m pandex s,MPandex,,mpandex
82,the Rangdan Xenocides,'ORG',the rangdan xenocides,Second Rangdan Xenocide,,second rangdan xenocide
82,Rangdan Xenocide,'PERSON',rangdan xenocide,Second Rangdan Xenocide,,second rangdan xenocide
89,The Primordial Truth,'PERSON',the primordial truth,Primordial Truth,,primordial truth
86,Ak Haireth s,'ORG',ak haireth s,AkHaireth,,akhaireth
82,Kharneth,'PERSON',kharneth,AkHaireth,,akhaireth
89,Indra sûl,'PERSON',indra sûl,Indra-sûl,,indra-sûl
87,the  Lammas Sector,'LOC',the lammas sector,Lammas Sector,,lammas sector
82,Heavy Mortar Company,'ORG',heavy mortar company,Heavy Mortar Cannon,,heavy mortar cannon
82,The Inquisitor Lord,'PERSON',the inquisitor lord,Inquisitor-Lord,,inquisitor-lord
86,Path of the Dreamer,'PERSON',path of the dreamer,Path of the Seer,,path of the seer
88,Path of the Healer,'PERSON',path of the healer,Path of the Seer,,path of the seer
89,the Path of the Seer,'LOC',the path of the seer,Path of the Seer,,path of the seer
86,Comania,'LOC',comania,Corania,,corania
87,the  Gilead System,'LOC',the gilead system,Gilead System,,gilead system
81,the Gilead System s,'LOC',the gilead system s,Gilead System,,gilead system
88,the  Circlet Council,'ORG',the circlet council,Circlet Council,,circlet council
83,Wraithknights,'NORP',wraithknights,Wraithsight,,wraithsight
82,Wraithseers,'NORP',wraithseers,Wraithspear,,wraithspear
85,Primarchs II,'ORG',primarchs ii,Primarchs Gift,,primarchs gift
83,the   Blade of the Laer,'PERSON',the  blade of the laer,Silver Blade of the Laer,,silver blade of the laer
91,the  Catulan Reaver Squad,'ORG',the catulan reaver squad,Catulan Reaver Squad,,catulan reaver squad
82,Catulan Reaver Assault Squads,'ORG',catulan reaver assault squads,Catulan Reaver Squad,,catulan reaver squad
81,Astropath ic,'NORP',astropath ic,astrotelepathic,,astrotelepathic
83,Astrotelepathic Choir,'ORG',astrotelepathic choir,astrotelepathic,,astrotelepathic
82,Battle of Armatura,'PERSON',battle of armatura,Battle of Diamat,,battle of diamat
88,the Paramar System,'LOC',the paramar system,Paramar System,,paramar system
97,Paramar Systems,'ORG',paramar systems,Paramar System,,paramar system
81,Amarah System,'LOC',amarah system,Paramar System,,paramar system
81,The Fall of Lesser Damantyne,'PERSON',the fall of lesser damantyne,Battle of Lesser Damantyne,,battle of lesser damantyne
82,Manachean,'NORP',manachean,Manachean War,,manachean war
82,the  Dark Mechanicum,'ORG',the dark mechanicum,Dark Mechancium,,dark mechancium
88,the  Dark Mechancium,'ORG',the dark mechancium,Dark Mechancium,,dark mechancium
81,a Dark Mechanicus,'PERSON',a dark mechanicus,Dark Mechancium,,dark mechancium
81,a Mechanicum  ,'ORG',a mechanicum,Dark Mechancium,,dark mechancium
97,Dark Mechanium,'ORG',dark mechanium,Dark Mechancium,,dark mechancium
96,Nomus Rhy tan,'PERSON',nomus rhy tan,Nomus Rhytan,,nomus rhytan
89,Nomus Rhy’tan s,'PERSON',nomus rhy’tan s,Nomus Rhytan,,nomus rhytan
96,Nomus Rhy’tan,'PERSON',nomus rhy’tan,Nomus Rhytan,,nomus rhytan
89,Nomus Rhy tan s,'PERSON',nomus rhy tan s,Nomus Rhytan,,nomus rhytan
86,Nomus Rhy,'PERSON',nomus rhy,Nomus Rhytan,,nomus rhytan
88,Nomas Rhy tan,'PERSON',nomas rhy tan,Nomus Rhytan,,nomus rhytan
92,Constanix II s,'PERSON',constanix ii s,Constanix II,,constanix ii
88,Ohmn Mat,'ORG',ohmn mat,Ohmn-Mat,,ohmn-mat
83,Agathon System,'LOC',agathon system,Nagathar System,,nagathar system
83,Balthar System,'ORG',balthar system,Nagathar System,,nagathar system
85,Battle of Tarsus,'PERSON',battle of tarsus,Battle of Arissak,,battle of arissak
85,the Beta Garmon System,'LOC',the beta garmon system,Beta-Garmon System,,beta-garmon system
93,Lion El Jonson,'PERSON',lion el jonson,Lion ElJohnson,,lion eljohnson
97,Lion El Johnson,'PERSON',lion el johnson,Lion ElJohnson,,lion eljohnson
